
382 : 0,8199
383 : 0,7439
384 : 0,7462
385 : 0,7506
386 : 0,7517
387 : 0,7573
388 : 0,6973
389 : 0,7336
390 : 0,7642
391 : 0,8384
392 : 0,8048
393 : 0,9024
394 : 1,0278
395 : 0,8459
396 : 0,7341
397 : 0,7154
398 : 0,7726
399 : 0,7719
400 : 0,7472
401 : 0,8728
402 : 0,9062
403 : 0,9277
404 : 0,9574
405 : 0,9399
406 : 0,9189
407 : 0,9382
408 : 0,8698
409 : 0,881
410 : 1,1604
411 : 0,842
412 : 0,8297
413 : 0,8302
414 : 0,8284
415 : 0,8327
416 : 0,8346
417 : 0,8354
418 : 0,837
419 : 0,9012
420 : 0,8433
421 : 0,8478
422 : 0,8793
423 : 0,8508
424 : 0,8412
425 : 0,8429
426 : 1,2237
427 : 0,7801
428 : 0,7461
429 : 0,8309
430 : 0,8573
431 : 0,8598
432 : 0,8539
433 : 0,8796
434 : 0,8811
435 : 0,8595
436 : 0,9345
437 : 0,8399
438 : 1,0419
439 : 0,814
440 : 0,8166
441 : 1,1131
442 : 0,8055
443 : 0,8433
444 : 0,8152
445 : 0,8181
446 : 0,8439
447 : 0,8448
448 : 0,8511
449 : 0,8519
450 : 0,8538
451 : 0,8675
452 : 0,8902
453 : 0,9325
454 : 0,8336
455 : 0,8607
456 : 1,4527
457 : 1,0959
458 : 0,8216
459 : 0,924
460 : 0,8421
461 : 0,841
462 : 0,8424
463 : 0,851
464 : 0,8498
465 : 0,8484
466 : 0,8503
467 : 0,8553
468 : 0,8929
469 : 0,9241
470 : 1,0387
471 : 1,0181
472 : 0,9492
473 : 0,8307
474 : 0,9127
475 : 0,9275
476 : 0,93
477 : 0,9435
478 : 0,9353
479 : 0,9307
480 : 0,9536
481 : 0,9568
482 : 0,9954
483 : 0,9138
484 : 1,4277
485 : 0,953
486 : 0,9747
487 : 0,9037
488 : 0,9167
489 : 0,8888
490 : 0,891
491 : 0,8902
492 : 0,8918
493 : 0,8952
494 : 0,8954
495 : 0,8985
496 : 0,9016
497 : 0,9297
498 : 0,9455
499 : 1,4948
500 : 0,8825
501 : 0,9483
502 : 0,9415
503 : 0,9141
504 : 0,986
505 : 0,9784
506 : 0,9798
507 : 0,9764
508 : 0,9565
509 : 0,9508
510 : 0,9231
511 : 0,9238
512 : 0,9571
513 : 1,5582
514 : 0,9998
515 : 1,0599
516 : 1,0799
517 : 0,965
518 : 0,9353
519 : 0,9359
520 : 0,9673
521 : 0,9861
522 : 1,0024
523 : 1,0062
524 : 1,0057
525 : 1,0528
526 : 1,2811
527 : 0,9551
528 : 1,1402
529 : 1,1874
530 : 0,9851
531 : 1,0856
532 : 1,0188
533 : 0,9926
534 : 0,9619
535 : 0,9613
536 : 0,9726
537 : 1,0264
538 : 1,0296
539 : 1,2523
540 : 0,9821
541 : 1,1925
542 : 0,981
543 : 1,1481
544 : 0,9765
545 : 1,0422
546 : 1,0426
547 : 1,0435
548 : 1,0145
549 : 0,983
550 : 1,0343
551 : 1,0796
552 : 1,1871
553 : 0,9937
554 : 1,07
555 : 1,1237
556 : 1,1072
557 : 1,0533
558 : 1,2186
559 : 1,0832
560 : 1,0088
561 : 1,007
562 : 1,0664
563 : 1,0699
564 : 1,0699
565 : 1,2925
566 : 1,0071
567 : 1,1853
568 : 1,1244
569 : 1,0691
570 : 1,1724
571 : 0,987
572 : 1,0658
573 : 1,0243
574 : 1,0843
575 : 1,0269
576 : 1,095
577 : 1,097
578 : 1,3997
579 : 1,0374
580 : 1,1059
581 : 1,1235
582 : 1,1046
583 : 1,1642
584 : 0,9904
585 : 1,1231
586 : 1,0114
587 : 1,1092
588 : 1,1136
589 : 1,1124
590 : 1,0792
591 : 1,3219
592 : 1,0656
593 : 1,1715
594 : 1,1279
595 : 1,1243
596 : 1,1586
597 : 1,2556
598 : 1,1301
599 : 1,0698
600 : 1,126
601 : 1,1291
602 : 1,1444
603 : 1,483
604 : 1,0734
605 : 1,182
606 : 1,1127
607 : 1,1387
608 : 1,1392
609 : 1,2629
610 : 1,1367
611 : 1,268
612 : 1,0909
613 : 1,1446
614 : 1,1504
615 : 1,4132
616 : 1,1121
617 : 1,2017
618 : 1,1213
619 : 1,1649
620 : 1,167
621 : 1,1344
622 : 1,3671
623 : 1,1647
624 : 1,1056
625 : 1,1832
626 : 1,1722
627 : 1,618
628 : 1,1129
629 : 1,2501
630 : 1,1835
631 : 1,1811
632 : 1,1833
633 : 1,1165
634 : 1,2723
635 : 1,1734
636 : 1,1865
637 : 1,1284
638 : 1,1899
639 : 1,4653
640 : 1,2374
641 : 1,2367
642 : 1,2089
643 : 1,2002
644 : 1,2032
645 : 1,1713
646 : 1,2096
647 : 1,3155
648 : 1,2092
649 : 1,2065
650 : 1,5512
651 : 1,1212
652 : 1,2615
653 : 1,2119
654 : 1,2134
655 : 1,1871
656 : 1,2196
657 : 1,22
658 : 1,1619
659 : 1,3521
660 : 1,3661
661 : 1,5454
662 : 1,1873
663 : 1,3716
664 : 1,2346
665 : 1,2101
666 : 1,2335
667 : 1,2326
668 : 1,2124
669 : 1,2368
670 : 1,3974
671 : 1,2202
672 : 1,3643
673 : 1,1842
674 : 1,3181
675 : 1,2218
676 : 1,2505
677 : 1,2506
678 : 1,2278
679 : 1,2508
680 : 1,2978
681 : 1,2623
682 : 1,4608
683 : 1,3736
684 : 1,3258
685 : 1,3204
686 : 1,2773
687 : 1,2462
688 : 1,2734
689 : 1,2869
690 : 1,2475
691 : 1,2806
692 : 1,2798
693 : 1,4643
694 : 1,9604
695 : 1,3088
696 : 1,3614
697 : 1,2651
698 : 1,2912
699 : 1,2926
700 : 1,2921
701 : 1,2951
702 : 1,3326
703 : 1,3021
704 : 1,5839
705 : 1,2092
706 : 1,4333
707 : 1,2782
708 : 1,3125
709 : 1,3031
710 : 1,2752
711 : 1,3039
712 : 1,3018
713 : 1,3459
714 : 1,3725
715 : 1,2561
716 : 1,3157
717 : 1,4278
718 : 1,3188
719 : 1,3206
720 : 1,2919
721 : 1,3237
722 : 1,3627
723 : 1,3292
724 : 1,3039
725 : 1,4229
726 : 1,352
727 : 1,4142
728 : 1,3397
729 : 1,3367
730 : 1,3404
731 : 1,313
732 : 1,3806
733 : 1,7099
734 : 1,5452
735 : 1,3501
736 : 1,5626
737 : 1,6593
738 : 1,5364
739 : 1,3431
740 : 1,2934
741 : 1,3305
742 : 1,3604
743 : 1,5168
744 : 1,5172
745 : 1,4294
746 : 1,2985
747 : 1,4555
748 : 1,3729
749 : 1,3669
750 : 1,3858
751 : 1,3681
752 : 1,3719
753 : 1,5602
754 : 1,3326
755 : 1,5647
756 : 1,5335
757 : 1,4521
758 : 1,385
759 : 1,3827
760 : 1,3842
761 : 1,295
762 : 1,3308
763 : 1,422
764 : 1,3547
765 : 1,4919
766 : 1,4057
767 : 1,4361
768 : 1,3955
769 : 1,4093
770 : 1,4028
771 : 1,4078
772 : 1,441
773 : 1,4506
774 : 1,3496
775 : 1,4493
776 : 1,6323
777 : 1,6474
778 : 1,4193
779 : 1,4155
780 : 1,3891
781 : 1,4196
782 : 1,4362
783 : 1,6511
784 : 1,4621
785 : 1,5724
786 : 1,6265
787 : 1,4277
788 : 1,4288
789 : 1,4621
790 : 1,4295
791 : 1,4417
792 : 1,4404
793 : 1,8973
794 : 1,3554
795 : 1,4599
796 : 1,6106
797 : 1,4638
798 : 1,457
799 : 1,3726
800 : 1,4563
801 : 1,4337
802 : 1,6798
803 : 1,524
804 : 1,5071
805 : 1,503
806 : 1,6236
807 : 1,447
808 : 1,502
809 : 1,4619
810 : 1,441
811 : 1,4966
812 : 1,9912
813 : 1,486
814 : 1,4832
815 : 1,475
816 : 1,5088
817 : 1,3712
818 : 1,403
819 : 1,4307
820 : 1,4896
821 : 2,2103
822 : 1,6555
823 : 1,4432
824 : 1,4949
825 : 1,5001
826 : 1,7443
827 : 1,4151
828 : 1,5031
829 : 1,4972
830 : 1,7591
831 : 1,4986
832 : 1,5325
833 : 1,5041
834 : 1,478
835 : 1,5043
836 : 1,8351
837 : 1,566
838 : 1,4848
839 : 1,5589
840 : 1,5555
841 : 1,5093
842 : 1,5261
843 : 1,4955
844 : 1,5554
845 : 1,7455
846 : 1,5881
847 : 1,53
848 : 1,6961
849 : 1,4468
850 : 1,5383
851 : 1,5627
852 : 1,5302
853 : 1,5519
854 : 1,615
855 : 1,7446
856 : 1,5097
857 : 1,6457
858 : 1,5121
859 : 1,5402
860 : 1,5518
861 : 1,523
862 : 1,5872
863 : 1,553
864 : 1,736
865 : 1,5661
866 : 1,7133
867 : 1,4791
868 : 1,5917
869 : 1,5586
870 : 1,5442
871 : 1,5957
872 : 1,5631
873 : 1,6161
874 : 1,8042
875 : 1,8219
876 : 1,5631
877 : 1,624
878 : 1,6099
879 : 1,5748
880 : 1,5521
881 : 1,6164
882 : 1,7313
883 : 1,6569
884 : 1,8304
885 : 1,5848
886 : 1,5577
887 : 1,632
888 : 1,5887
889 : 1,5933
890 : 1,6318
891 : 1,7253
892 : 1,8209
893 : 1,948
894 : 1,6199
895 : 1,5356
896 : 1,6097
897 : 1,5796
898 : 1,6415
899 : 1,7309
900 : 1,6094
901 : 1,875
902 : 1,6772
903 : 1,627
904 : 1,6244
905 : 1,6509
906 : 1,6199
907 : 1,7053
908 : 1,6357
909 : 1,6591
910 : 2,0618
911 : 1,6711
912 : 1,5717
913 : 1,6364
914 : 1,6354
915 : 1,7294
916 : 1,6708
917 : 1,7115
918 : 1,906
919 : 1,6339
920 : 1,5798
921 : 1,6491
922 : 1,6566
923 : 1,7693
924 : 1,7154
925 : 1,6586
926 : 1,6582
927 : 2,1489
928 : 1,7437
929 : 1,701
930 : 1,6956
931 : 1,7516
932 : 1,6633
933 : 1,637
934 : 1,8101
935 : 1,7825
936 : 1,8582
937 : 1,6499
938 : 1,6776
939 : 1,7908
940 : 1,7066
941 : 1,7038
942 : 1,7225
943 : 2,1455
944 : 1,7073
945 : 1,7
946 : 1,6864
947 : 1,7673
948 : 1,6601
949 : 1,7099
950 : 1,8818
951 : 1,6338
952 : 1,8803
953 : 1,7982
954 : 1,8108
955 : 1,7046
956 : 1,7018
957 : 1,6821
958 : 1,9711
959 : 1,6993
960 : 1,9233
961 : 1,7274
962 : 1,7909
963 : 1,7102
964 : 1,6929
965 : 1,7178
966 : 1,8446
967 : 1,6599
968 : 1,6964
969 : 1,8945
970 : 1,9333
971 : 1,6433
972 : 1,735
973 : 1,7644
974 : 1,8797
975 : 1,8181
976 : 1,826
977 : 2,1226
978 : 1,7783
979 : 1,7836
980 : 1,7777
981 : 1,7463
982 : 1,9756
983 : 1,7517
984 : 1,7515
985 : 2,0015
986 : 1,7856
987 : 1,7598
988 : 1,7459
989 : 1,7225
990 : 2,1008
991 : 1,7064
992 : 1,8745
993 : 1,7336
994 : 1,9722
995 : 1,7447
996 : 1,7644
997 : 1,773
998 : 1,9013
999 : 1,6839
1000 : 1,8666
1001 : 1,781
1002 : 1,9859
1003 : 1,8677
1004 : 1,7832
1005 : 1,8122
1006 : 1,9672
1007 : 1,8455
1008 : 1,7173
1009 : 1,7726
1010 : 1,8724
1011 : 1,9754
1012 : 1,7664
1013 : 1,7645
1014 : 2,3185
1015 : 1,7297
1016 : 1,7962
1017 : 1,7968
1018 : 1,7693
1019 : 1,9649
1020 : 1,7741
1021 : 1,8719
1022 : 2,1205
1023 : 1,8966
1024 : 1,7929
1025 : 1,8476
1026 : 1,8165
1027 : 2,1523
1028 : 1,8582
1029 : 1,935
1030 : 2,0542
1031 : 1,8265
1032 : 1,8272
1033 : 1,8565
1034 : 1,8564
1035 : 2,1569
1036 : 2,0128
1037 : 1,8296
1038 : 1,8279
1039 : 1,771
1040 : 1,8444
1041 : 1,8423
1042 : 1,8468
1043 : 2,2324
1044 : 1,8692
1045 : 2,1252
1046 : 1,8143
1047 : 1,8818
1048 : 1,8798
1049 : 1,8835
1050 : 2,0012
1051 : 2,0848
1052 : 1,959
1053 : 3,5283
1054 : 2,5685
1055 : 2,6091
1056 : 2,5268
1057 : 2,2687
1058 : 2,8715
1059 : 2,3404
1060 : 2,0749
1061 : 2,3996
1062 : 2,4387
1063 : 2,634
1064 : 3,3218
1065 : 2,1957
1066 : 2,1725
1067 : 2,3786
1068 : 2,6256
1069 : 2,1945
1070 : 2,3982
1071 : 3,1453
1072 : 2,3906
1073 : 2,0929
1074 : 2,1327
1075 : 2,4287
1076 : 2,2327
1077 : 2,3068
1078 : 2,5238
1079 : 1,8656
1080 : 2,0197
1081 : 2,4007
1082 : 2,3648
1083 : 3,2089
1084 : 2,1826
1085 : 2,082
1086 : 2,2353
1087 : 2,8201
1088 : 1,9504
1089 : 3,0564
1090 : 2,1797
1091 : 2,5065
1092 : 2,8634
1093 : 2,6287
1094 : 2,3361
1095 : 2,1159
1096 : 1,951
1097 : 1,95
1098 : 2,089
1099 : 2,2186
1100 : 2,0833
1101 : 2,0184
1102 : 1,952
1103 : 1,9561
1104 : 1,9574
1105 : 2,0736
1106 : 2,2534
1107 : 1,9739
1108 : 1,9213
1109 : 1,9836
1110 : 1,9646
1111 : 2,062
1112 : 1,9688
1113 : 2,0145
1114 : 2,2311
1115 : 2,1291
1116 : 2,0468
1117 : 1,922
1118 : 2,0745
1119 : 1,9791
1120 : 1,983
1121 : 2,0817
1122 : 1,9273
1123 : 2,1666
1124 : 2,1101
1125 : 1,997
1126 : 2,0755
1127 : 1,9949
1128 : 1,9976
1129 : 2,4285
1130 : 2,0182
1131 : 2,406
1132 : 1,9939
1133 : 2,0943
1134 : 1,9044
1135 : 1,9874
1136 : 1,9626
1137 : 2,1548
1138 : 2,1866
1139 : 1,995
1140 : 2,0139
1141 : 2,0328
1142 : 2,3147
1143 : 2,0983
1144 : 2,0372
1145 : 2,3491
1146 : 1,9396
1147 : 1,9856
1148 : 1,9803
1149 : 2,3845
1150 : 2,0752
1151 : 2,0197
1152 : 1,9854
1153 : 2,1549
1154 : 2,0051
1155 : 2,0597
1156 : 2,2916
1157 : 2,2588
1158 : 1,9575
1159 : 2,0611
1160 : 2,2879
1161 : 2,0759
1162 : 2,0647
1163 : 2,4072
1164 : 2,0682
1165 : 2,0657
1166 : 2,0406
1167 : 2,1644
1168 : 2,1075
1169 : 2,1799
1170 : 2,312
1171 : 2,0495
1172 : 2,0086
1173 : 2,0585
1174 : 2,0239
1175 : 2,3427
1176 : 2,1089
1177 : 2,3665
1178 : 2,0333
1179 : 2,0938
1180 : 2,0682
1181 : 2,0395
1182 : 2,4023
1183 : 2,2167
1184 : 2,3605
1185 : 2,1681
1186 : 1,9981
1187 : 2,1124
1188 : 2,21
1189 : 2,4069
1190 : 2,1128
1191 : 2,307
1192 : 2,117
1193 : 2,1102
1194 : 2,205
1195 : 2,0817
1196 : 2,3146
1197 : 2,3519
1198 : 2,2935
1199 : 2,1984
1200 : 2,1124
1201 : 2,1278
1202 : 2,1444
1203 : 2,3713
1204 : 2,6728
1205 : 2,0268
1206 : 2,3938
1207 : 2,039
1208 : 2,1136
1209 : 2,1415
1210 : 2,2936
1211 : 2,6809
1212 : 2,1561
1213 : 2,2503
1214 : 2,1507
1215 : 2,1537
1216 : 2,0881
1217 : 2,3792
1218 : 2,6609
1219 : 2,3056
1220 : 2,129
1221 : 2,1556
1222 : 2,188
1223 : 2,1387
1224 : 2,39
1225 : 2,4873
1226 : 2,5393
1227 : 2,0706
1228 : 2,1746
1229 : 2,1668
1230 : 2,1835
1231 : 2,7532
1232 : 2,1757
1233 : 2,299
1234 : 2,1222
1235 : 2,2149
1236 : 2,1941
1237 : 3,6849
1238 : 2,3069
1239 : 2,1058
1240 : 2,1932
1241 : 2,196
1242 : 2,307
1243 : 2,3631
1244 : 2,507
1245 : 2,0964
1246 : 2,175
1247 : 2,2056
1248 : 2,3146
1249 : 2,2241
1250 : 2,4152
1251 : 2,2201
1252 : 2,1788
1253 : 2,2077
1254 : 2,3068
1255 : 2,261
1256 : 2,5893
1257 : 2,4104
1258 : 2,3624
1259 : 2,1642
1260 : 2,3266
1261 : 2,2292
1262 : 2,9279
1263 : 2,3649
1264 : 2,2419
1265 : 2,2372
1266 : 2,3255
1267 : 2,2351
1268 : 2,2716
1269 : 2,4511
1270 : 2,442
1271 : 2,3867
1272 : 2,3415
1273 : 2,2467
1274 : 2,2198
1275 : 2,5716
1276 : 2,3008
1277 : 2,4813
1278 : 2,3594
1279 : 2,2265
1280 : 2,2487
1281 : 2,7592
1282 : 2,2688
1283 : 2,6079
1284 : 2,3002
1285 : 2,2648
1286 : 2,2645
1287 : 2,2667
1288 : 2,2341
1289 : 2,3774
1290 : 2,4842
1291 : 2,2148
1292 : 2,284
1293 : 2,2806
1294 : 2,5132
1295 : 2,3815
1296 : 2,2549
1297 : 2,4405
1298 : 2,2705
1299 : 2,3978
1300 : 2,6276
1301 : 2,3176
1302 : 2,2111
1303 : 2,5091
1304 : 2,2076
1305 : 2,2976
1306 : 2,5805
1307 : 2,2166
1308 : 2,2972
1309 : 2,2722
1310 : 2,5274
1311 : 2,3902
1312 : 2,4097
1313 : 2,5052
1314 : 2,2581
1315 : 2,2948
1316 : 2,4824
1317 : 2,3973
1318 : 2,3147
1319 : 2,5513
1320 : 2,3158
1321 : 2,3171
1322 : 2,3305
1323 : 2,5539
1324 : 2,2836
1325 : 2,5543
1326 : 2,3198
1327 : 2,2511
1328 : 2,4047
1329 : 2,4146
1330 : 2,5256
1331 : 2,3333
1332 : 2,4624
1333 : 2,3378
1334 : 2,4302
1335 : 2,3601
1336 : 2,7737
1337 : 2,5611
1338 : 2,3651
1339 : 2,4641
1340 : 2,3505
1341 : 2,3578
1342 : 2,5744
1343 : 2,3504
1344 : 2,2791
1345 : 2,4689
1346 : 2,3326
1347 : 2,3599
1348 : 2,5377
1349 : 2,6581
1350 : 2,4446
1351 : 2,3704
1352 : 2,2883
1353 : 2,3104
1354 : 2,4898
1355 : 2,4739
1356 : 2,5541
1357 : 2,3539
1358 : 2,3793
1359 : 2,3545
1360 : 2,3866
1361 : 3,4374
1362 : 2,3956
1363 : 2,3276
1364 : 2,3626
1365 : 2,39
1366 : 2,411
1367 : 3,2208
1368 : 2,3718
1369 : 2,3959
1370 : 2,3985
1371 : 2,4451
1372 : 2,4821
1373 : 2,9716
1374 : 2,5519
1375 : 2,4107
1376 : 2,4058
1377 : 2,5399
1378 : 2,4657
1379 : 3,5
1380 : 2,3651
1381 : 2,4182
1382 : 2,3904
1383 : 2,5151
1384 : 2,4355
1385 : 2,8265
1386 : 2,5356
1387 : 2,4279
1388 : 2,5326
1389 : 2,4377
1390 : 2,4771
1391 : 3,2983
1392 : 2,5947
1393 : 2,5439
1394 : 2,4337
1395 : 2,4327
1396 : 2,6285
1397 : 2,9705
1398 : 2,4964
1399 : 2,4633
1400 : 2,4995
1401 : 2,4899
1402 : 2,5838
1403 : 2,6882
1404 : 2,7791
1405 : 2,4526
1406 : 2,4577
1407 : 2,4585
1408 : 2,9816
1409 : 2,9607
1410 : 2,5307
1411 : 2,4721
1412 : 2,4645
1413 : 2,5676
1414 : 2,6072
1415 : 2,5987
1416 : 2,6014
1417 : 2,411
1418 : 2,4523
1419 : 2,8813
1420 : 2,6058
1421 : 2,6514
1422 : 2,3998
1423 : 2,499
1424 : 2,6023
1425 : 2,8423
1426 : 2,5019
1427 : 2,6872
1428 : 2,6733
1429 : 2,5258
1430 : 2,6052
1431 : 2,8821
1432 : 2,5736
1433 : 2,7312
1434 : 2,4137
1435 : 2,609
1436 : 2,6462
1437 : 2,4276
1438 : 2,5087
1439 : 2,7173
1440 : 2,6456
1441 : 2,5234
1442 : 2,8155
1443 : 2,6616
1444 : 2,4611
1445 : 2,8489
1446 : 2,4984
1447 : 2,5488
1448 : 2,8452
1449 : 2,4648
1450 : 3,5576
1451 : 2,6629
1452 : 2,8957
1453 : 2,6676
1454 : 2,6411
1455 : 2,5656
1456 : 2,5727
1457 : 2,8214
1458 : 2,5452
1459 : 2,7606
1460 : 2,6173
1461 : 2,5414
1462 : 2,5401
1463 : 2,7714
1464 : 2,5614
1465 : 2,9635
1466 : 2,6557
1467 : 2,4769
1468 : 2,5917
1469 : 2,6792
1470 : 2,8159
1471 : 2,4743
1472 : 2,5951
1473 : 2,5552
1474 : 2,5684
1475 : 2,9774
1476 : 2,8093
1477 : 2,6805
1478 : 2,4916
1479 : 2,5765
1480 : 2,8137
1481 : 2,7189
1482 : 3,0395
1483 : 2,5477
1484 : 2,6089
1485 : 2,73
1486 : 2,8205
1487 : 3,069
1488 : 2,7159
1489 : 2,5317
1490 : 2,6977
1491 : 2,5665
1492 : 2,9042
1493 : 2,9461
1494 : 2,6042
1495 : 2,7338
1496 : 2,6065
1497 : 2,6346
1498 : 2,8452
1499 : 2,6809
1500 : 2,6641
1501 : 2,6496
1502 : 2,6536
1503 : 2,8172
1504 : 2,99
1505 : 2,656
1506 : 2,6302
1507 : 2,6251
1508 : 2,6621
1509 : 3,1622
1510 : 2,843
1511 : 2,5464
1512 : 2,784
1513 : 2,6653
1514 : 2,7179
